,species,gender,age,weight,breed,drug,outcome,date_in,react_term_code,react_term_name,first_exp_da,last_exp_da,admin_by,route,dosage_form
303,Dog,Female,3.00,3.175,"['Maltese', 'Japanese Chin (Spaniel)', 'Papillon - Spaniel - Continental Toy (with erect ears or with dropped ears (Phaléne))', 'Shih Tzu']",Imidacloprid,Outcome Unknown,20210818,2649,Lack of efficacy (ectoparasite) - flea,20210501,20210501,Animal Owner,Topical,Solution
304,Dog,Female,15.00,7.711,Dog (unknown),Pyrantel Pamoate;Sarolaner,Outcome Unknown,20210602,686,Twitching,20210509,20210519,Animal Owner,Oral,"Tablet, chewable"
305,Dog,Female,6.50,3.402,Maltese,Moxidectin,Outcome Unknown,20210818,302,Diarrhoea,20210811,20210811,Veterinarian,Unknown,Suspension
306,Dog,Female,3.00,11.340,"['Shepherd Dog - Australian', 'Retriever - Labrador']",Florfenicol,Outcome Unknown,20210823,2082,Emesis (multiple),20210606,20210606,Veterinarian,Unknown,Solution
307,Dog,Unknown,0,0,Lhasa Apso,Afoxolaner 28.3 Mg Chewable Tablets,Recovered/Normal,20170105,335,Emesis,,20170101,Unknown,Unknown,"Tablet, chewable"
308,Dog,Female,16.50,12.000,Dog (unknown),Firocoxib,Unknown,20061110,334,Vomiting,,,Unknown,Oral,"Tablet, chewable"
309,Dog,Unknown,0,0,Bulldog - French,Afoxolaner 28.3 Mg Chewable Tablets,Outcome Unknown,20161022,1756,Skin disorders NOS,,20161013,Unknown,Oral,"Tablet, chewable"
310,Human,Male,0,0,Unknown,Moxidectin,Outcome Unknown,20110330,939,Rash,20110303,,Other,Unknown,Solution
311,Dog,Female,1.00,0,Shepherd Dog - German,Spinosad,Recovered/Normal,20111018,335,Emesis,20111015,20111015,Animal Owner,Oral,"Tablet, chewable"
312,Dog,Female,8.00,2.720,Dog (unknown),Ivermectin Chewables Dog 68Mcg,Recovered/Normal,20120305,116,Behavioural disorder NOS,20040101,,Animal Owner,Oral,"Tablet, chewable"
313,Dog,Female,9.00,40.820,Bulldog,Spinosad,Recovered/Normal,20120320,335,Emesis,20120227,20120303,Animal Owner,Oral,"Tablet, chewable"
314,Dog,Male,11.00,15.880,Beagle,Ivermectin/Pyrantel Pamoate Chewable 136Mcg/326Mg,Recovered with Sequela,20120404,202,Cardiac disorder NOS,20110101,,Animal Owner,Oral,"Tablet, chewable"
315,Dog,Female,5.00,3.180,Lhasa Apso,Spinosad,Recovered with Sequela,20120427,959,Scratching,20120226,20120416,Animal Owner,Oral,"Tablet, chewable"
316,Cattle,Unknown,0,0,Cattle (unknown),Gamithromycin,Unknown,20120920,174,Lymphadenopathy,,,Unknown,Unknown,Suspension
317,Dog,Female,12.00,20.000,"Cattle Dog - Australian (blue heeler, red heeler, Queensland cattledog)",Afoxolaner 68 Mg Chewable Tablets,Outcome Unknown,20151230,302,Diarrhoea,,20151228,Animal Owner,Oral,"Tablet, chewable"
318,Dog,Male,7.00,24.948,Retriever - Golden,Afoxolaner 68 Mg Chewable Tablets,Outcome Unknown,20160527,958,Itching,20160422,20160522,Unknown,Oral,"Tablet, chewable"
319,Dog,Female,15.00,17.000,Hound - Basset,Afoxolaner 68 Mg Chewable Tablets,Outcome Unknown,20170110,335,Emesis,20170110,20170110,Unknown,Unknown,"Tablet, chewable"
320,Dog,Male,2.00,40.190,Retriever - Labrador,Melarsomine Dihydrochloride,Outcome Unknown,20060215,93,Injection site pain,20060201,20060202,Veterinarian,Intramuscular,Suspension
321,Dog,Female,11.00,22.680,Setter - English,Firocoxib,Recovered/Normal,20080910,996,Anorexia,200804,,Animal Owner,Oral,"Tablet, chewable"
322,Dog,Female,6.00,3.400,Shih Tzu,Ivermectin 68Mcg Pyrantel 57Mg,Outcome Unknown,20110723,1110,Facial oedema,20110723,20110723,Animal Owner,Oral,Tablet
323,Dog,Female,9.00,4.310,"['Spitz - German Pomeranian', 'Dog (unknown)']",Spinosad,Recovered/Normal,20130917,335,Emesis,20130917,20130917,Animal Owner,Oral,"Tablet, chewable"
324,Dog,Unknown,0,4.540,Dog (unknown),Spinosad,Recovered/Normal,20131002,335,Emesis,20130930,20131002,Animal Owner,Oral,"Tablet, chewable"
325,Dog,Unknown,0,0,"['Siberian Husky', 'Dog (unknown)']",Meloxicam,Outcome Unknown,20130702,1200,Hot spot (pyotraumatic dermatitis),20130401,,Animal Owner,Oral,Suspension
326,Horse,Female,0,0,Horse (unknown),Firocoxib 57 Mg Chewable,Outcome Unknown,20130725,264,Colic,,20130721,Animal Owner,Oral,"Tablet, chewable"
327,Dog,Female,5.00,6.350,Crossbred Canine/dog,Milbemycin Oxime,Ongoing,20130715,1039,Lack of efficacy - NOS,200906,201205,Animal Owner,Oral,Tablet
328,Dog,Unknown,0,5.900,Dachshund - Standard Wire-haired,Spinosad,Outcome Unknown,20130819,2649,Lack of efficacy (ectoparasite) - flea,20130101,20130808,Animal Owner,Oral,"Tablet, chewable"
329,Dog,Female,4.00,31.750,Shepherd Dog - Australian,Ivermectin/Pyrantel Pamoate Chewable 272Mcg/652Mg,Outcome Unknown,20130827,334,Vomiting,20130814,20130814,Animal Owner,Oral,"Tablet, chewable"
330,Dog,Female,7.00,6.800,Pug,Spinosad,Recovered/Normal,20130910,335,Emesis,20100629,20130829,Animal Owner,Oral,"Tablet, chewable"
331,Horse,Unknown,0,0,Quarter Horse,Monensin Sodium,Recovered/Normal,20131112,1001,Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders'),20130905,20130930,Animal Owner,Oral,Unknown
332,Dog,Male,1.00,30.710,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20131217,335,Emesis,20131217,20131217,Animal Owner,Oral,"Tablet, chewable"
333,Dog,Female,4.00,2.750,Spitz - German Pomeranian,Spinosad,Recovered/Normal,20120808,193,Increased heart rate,201204,20120806,Animal Owner,Oral,"Tablet, chewable"
334,Dog,Female,5.00,34.020,Doberman Pinscher,Spinosad,Recovered/Normal,20120516,335,Emesis,20120315,20120515,Animal Owner,Oral,"Tablet, chewable"
335,Dog,Female,5.00,9.300,Beagle,Ivermectin/Pyrantel Pamoate Chewable 68Mcg/163Mg,Outcome Unknown,20120712,305,Digestive tract disorder NOS,20110708,20120601,Animal Owner,Oral,"Tablet, chewable"
336,Dog,Female,14.00,5.260,Shih Tzu,Spinosad,Recovered/Normal,20120905,334,Vomiting,20120802,20120902,Animal Owner,Oral,"Tablet, chewable"
337,Dog,Female,3.00,6.800,Shih Tzu,Imidacloprid,Outcome Unknown,20120919,960,Pruritus,20120810,,Animal Owner,Topical,Solution
338,Dog,Female,2.00,21.270,Retriever - Labrador,Spinosad,Recovered/Normal,20120926,335,Emesis,20120820,20120820,Animal Owner,Oral,"Tablet, chewable"
339,Dog,Female,0,0,Dog (unknown),Spinosad,Recovered/Normal,20121101,335,Emesis,20121101,20121101,Animal Owner,Oral,"Tablet, chewable"
340,Cat,Unknown,0,0,Cat (unknown),Robenacoxib,Outcome Unknown,20121012,1039,Lack of efficacy - NOS,20120915,20120917,Unknown,Oral,Tablet
341,Dog,Female,8.00,12.560,Corgi - Welsh Cardigan,Ivermectin/Pyrantel Pamoate Chewable 136Mcg/326Mg,Outcome Unknown,20121217,305,Digestive tract disorder NOS,20120129,20121209,Animal Owner,Oral,"Tablet, chewable"
342,Cat,Male,9.00,4.540,Domestic Longhair,Amoxicillin,Outcome Unknown,20121115,408,Sight affected,20121114,20121114,Animal Owner,Oral,Unknown
343,Dog,Female,3.00,19.500,Poodle - Standard,Fluoxetine Hydrochloride,Recovered/Normal,20130109,1942,Elevated liver enzymes,20120430,20120815,Animal Owner,Oral,"Tablet, chewable"
344,Dog,Male,3.00,18.910,Dog (other),Melarsomine,Outcome Unknown,20130122,161,Low platelet count,20121022,,Veterinarian,Intramuscular,Suspension
345,Dog,Female,13.00,16.560,Spaniel (unspecified),Ivermectin/Pyrantel Pamoate Chewable 136Mcg/326Mg,Outcome Unknown,20130306,305,Digestive tract disorder NOS,20120301,20130301,Animal Owner,Oral,"Tablet, chewable"
346,Dog,Male,3.00,18.960,Retriever - Labrador,Ivermectin/Pyrantel Pamoate Chewable 136Mcg/326Mg,Outcome Unknown,20130405,305,Digestive tract disorder NOS,20121020,20130401,Animal Owner,Oral,"Tablet, chewable"
347,Dog,Female,4.00,17.150,Shepherd Dog - Australian,Spinosad,Outcome Unknown,20130214,1039,Lack of efficacy - NOS,20130101,20130201,Animal Owner,Oral,"Tablet, chewable"
348,Dog,Female,6.00,1.770,Chihuahua,Spinosad,Recovered/Normal,20130417,335,Emesis,20130408,20130408,Animal Owner,Oral,"Tablet, chewable"
349,Dog,Female,11.00,2.540,Terrier - Yorkshire,Milbemycin Oxime,Outcome Unknown,20130307,1039,Lack of efficacy - NOS,201205,20130302,Animal Owner,Oral,Tablet
350,Dog,Female,7.00,42.640,Retriever - Labrador,Ivermectin/Pyrantel Pamoate Chewable 272Mcg/652Mg,Outcome Unknown,20130520,998,Decreased appetite,20130228,20130428,Animal Owner,Oral,"Tablet, chewable"
351,Dog,Female,4.00,29.850,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20130604,335,Emesis,20130401,20130603,Animal Owner,Oral,"Tablet, chewable"
352,Pig,Unknown,0,0,Pig (unknown),Tylosin,Died,20030215,2648,Lack of efficacy (bacteria) - NOS,,,Unknown,Oral,Unknown
353,Horse,Female,21.00,453.590,Horse (unknown),Dinoprost Tromethamine,Died,20090224,1208,Dehydration,,,Unknown,Intramuscular,Solution
354,Dog,Unknown,0,4.990,Dog (unknown),Cefovecin,Outcome Unknown,20131101,1027,Malaise,20131101,20131101,Veterinarian,Unknown,Injection
355,Dog,Male,0,50.800,Rottweiler,Fluoxetine Hydrochloride,Outcome Unknown,20140128,1039,Lack of efficacy - NOS,20130801,20140101,Animal Owner,Oral,"Tablet, chewable"
356,Dog,Female,6.00,21.410,Retriever - Labrador,Ivermectin,Outcome Unknown,20140407,305,Digestive tract disorder NOS,20130930,20140401,Animal Owner,Oral,"Tablet, chewable"
357,Dog,Male,2.00,7.257,Bichon Frise,Ivermectin,Outcome Unknown,20141105,334,Vomiting,20131101,20141105,Animal Owner,Oral,"Tablet, chewable"
358,Dog,Female,3.00,29.030,Retriever - Golden,Spinosad,Recovered/Normal,20140603,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20140601,20140601,Animal Owner,Oral,"Tablet, chewable"
359,Dog,Male,10.00,52.620,Akita,"Ivermectin 272Mcg, Pyrantel Pamoate 228Mg, Praziquantel 228Mg",Outcome Unknown,20140729,124,Inappropriate urination,20140719,20140719,Animal Owner,Oral,"Tablet, chewable"
360,Dog,Female,0,24.040,"['Retriever - Labrador', 'Shepherd (unspecified)']",Spinosad,Recovered with Sequela,20141023,960,Pruritus,20140801,20141018,Animal Owner,Oral,"Tablet, chewable"
361,Dog,Male,4.00,10.340,Terrier - West Highland White,Oclacitinib Maleate,Ongoing,20141027,1039,Lack of efficacy - NOS,20140226,,Animal Owner,Oral,Tablet
362,Dog,Female,4.00,27.850,Retriever - Labrador,"Milbemcyin Oxime, Lufenuron, Praziquantel",Outcome Unknown,20141209,1039,Lack of efficacy - NOS,20140915,20141115,Animal Owner,Oral,"Tablet, chewable"
363,Dog,Female,4.00,2.041,"['Terrier - Yorkshire', 'Chihuahua']",Spinosad,Outcome Unknown,20141114,1039,Lack of efficacy - NOS,20121001,20141017,Animal Owner,Oral,"Tablet, chewable"
364,Dog,Female,5.00,7.260,Terrier - West Highland White,Cyclosporine A,Outcome Unknown,20150102,1039,Lack of efficacy - NOS,20141229,20150102,Animal Owner,Oral,Capsule
365,Horse,Male,1.00,181.440,Horse (unknown),Butorphanol Tartrate,Died,20030408,116,Behavioural disorder NOS,,,Unknown,Intravenous,Injection
366,Dog,Unknown,0,0,Dog (unknown),Ketoprofen,Unknown,20000525,1057,Coagulopathy,,,Unknown,Unknown,Solution
367,Dog,Female,1.00,4.622,Shih Tzu,Ivermectin,Outcome Unknown,20150114,305,Digestive tract disorder NOS,20140101,20141215,Animal Owner,Oral,"Tablet, chewable"
368,Dog,Female,10.00,0,Dog (unknown),Milbemycin,Unknown,20120501,996,Anorexia,,,Unknown,Oral,Tablet
369,Dog,Female,13.00,6.800,Crossbred Canine/dog,Spinosad,Recovered/Normal,20120319,335,Emesis,20120319,20120319,Animal Owner,Oral,"Tablet, chewable"
370,Cat,Female,5.00,4.080,Domestic Shorthair,Methylprednisolone Acetate,Ongoing,20120524,996,Anorexia,20120509,20120509,Veterinarian,Unknown,Suspension
371,Dog,Female,2.00,9.980,"['Poodle (unspecified)', 'Schnauzer (unspecified)']",Spinosad,Recovered/Normal,20120503,335,Emesis,20120406,20120503,Animal Owner,Oral,"Tablet, chewable"
372,Dog,Female,22.00,13.150,Beagle,Spinosad,Recovered/Normal,20120917,335,Emesis,20120715,20120915,Animal Owner,Oral,"Tablet, chewable"
373,Dog,Male,6.50,35.380,Retriever - Labrador,Milbemycin Oxime,Ongoing,20120928,99115,"INEFFECTIVE, HEARTWORM LARVAE",201005,201204,Animal Owner,Oral,Tablet
374,Dog,Male,9.00,13.240,Terrier - Jack Russell,Trilostane,Outcome Unknown,20120813,116,Behavioural disorder NOS,20110801,,Animal Owner,Oral,Capsule
375,Cat,Female,16.00,5.330,Domestic Shorthair,Lufenuron,Outcome Unknown,20120723,1081,Blood in faeces,199907,20120721,Veterinarian,Subcutaneous,Suspension
376,Dog,Male,3.00,7.260,Shih Tzu,Spinosad,Outcome Unknown,20120907,129,Vocalisation,20120801,20120901,Animal Owner,Oral,"Tablet, chewable"
377,Cat,Male,6.00,3.400,Cat (unknown),Selamectin,Outcome Unknown,20121029,2,Application site alopecia,20121023,20121023,Animal Owner,Topical,Solution
378,Dog,Male,5.00,38.100,Greyhound,Spinosad,Outcome Unknown,20120926,1039,Lack of efficacy - NOS,20120529,20120829,Animal Owner,Oral,"Tablet, chewable"
379,Dog,Female,16.00,19.960,Terrier - Bull - Staffordshire,Spinosad,Recovered/Normal,20130131,335,Emesis,20120730,20130130,Animal Owner,Oral,"Tablet, chewable"
380,Dog,Female,2.00,8.440,Terrier - Jack Russell,Spinosad,Recovered/Normal,20120821,2071,General illness,20120725,20120725,Animal Owner,Oral,"Tablet, chewable"
381,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20121011,334,Vomiting,20120701,20120701,Animal Owner,Oral,"Tablet, chewable"
382,Dog,Female,7.00,7.260,Poodle - Toy,Spinosad,Recovered with Sequela,20130217,1760,Skin irritation,20120101,20130203,Animal Owner,Oral,"Tablet, chewable"
383,Dog,Female,2.00,10.430,Spaniel - King Charles Cavalier,Spinosad,Recovered with Sequela,20130313,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20130312,20130312,Animal Owner,Oral,"Tablet, chewable"
384,Dog,Female,11.00,10.610,"['Retriever - Labrador', 'Poodle (unspecified)']",Spinosad,Outcome Unknown,20130416,292,Drooling,20130101,20130416,Animal Owner,Oral,"Tablet, chewable"
385,Cat,Unknown,0,0,Cat (unknown),Meloxicam,Recovered/Normal,20120726,1159,Acute renal failure,20120714,20120718,Animal Owner,Oral,Suspension
386,Dog,Female,2.00,28.580,Crossbred Canine/dog,Ivermectin/Pyrantel Pamoate Chewable 272Mcg/652Mg,Outcome Unknown,20130603,305,Digestive tract disorder NOS,20120601,20130502,Animal Owner,Oral,"Tablet, chewable"
387,Dog,Unknown,0,3.630,Greyhound - Italian,Spinosad,Outcome Unknown,20130418,2649,Lack of efficacy (ectoparasite) - flea,20090401,20130405,Animal Owner,Oral,"Tablet, chewable"
388,Dog,Female,3.00,2.720,Terrier - Yorkshire,Spinosad,Outcome Unknown,20130626,2649,Lack of efficacy (ectoparasite) - flea,20110101,20130618,Animal Owner,Oral,"Tablet, chewable"
389,Dog,Female,4.00,12.700,Beagle,Spinosad,Outcome Unknown,20130517,2649,Lack of efficacy (ectoparasite) - flea,20130514,20130514,Animal Owner,Oral,"Tablet, chewable"
390,Dog,Female,8.00,12.250,"['Poodle (unspecified)', 'Terrier (unspecified)']",Spinosad,Recovered/Normal,20130801,315,Bloody diarrhoea,20130731,20130731,Animal Owner,Oral,"Tablet, chewable"
391,Dog,Male,2.00,27.220,Dog (unknown),Nitenpyram,Ongoing,20141214,962,Skin sore,20141130,20141130,Animal Owner,Oral,Tablet
392,Other Birds,Unknown,0,0,Other Birds (unknown),Isoflurane,Unknown,20030903,99082,"INEFFECTIVE, ANESTHESIA",,,Unknown,Respiratory (Inhalation),Solution
393,Dog,Female,4.00,39.463,"['Hound (unspecified)', 'Dog (unknown)']",Spinosad,Outcome Unknown,20141124,1039,Lack of efficacy - NOS,20140107,20141101,Animal Owner,Oral,"Tablet, chewable"
394,Dog,Female,15.00,3.175,Chihuahua,Praziquantel,Recovered/Normal,20141027,334,Vomiting,20141026,20141026,Animal Owner,Oral,Tablet
395,Dog,Male,11.00,58.510,Dog (unknown),Ivermectin/Pyrantel Pamoate Chewable 272Mcg/652Mg,Outcome Unknown,20130930,334,Vomiting,20130726,20130926,Animal Owner,Oral,"Tablet, chewable"
396,Dog,Female,4.00,9.530,Dachshund (unspecified),Spinosad,Recovered with Sequela,20130624,958,Itching,20130101,20130601,Animal Owner,Oral,"Tablet, chewable"
397,Dog,Female,1.25,9.980,Sheepdog - Shetland,Spinosad,Recovered/Normal,20130822,335,Emesis,20120801,20130822,Animal Owner,Oral,"Tablet, chewable"
398,Dog,Male,6.00,27.400,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20130923,335,Emesis,20130918,20130918,Animal Owner,Oral,"Tablet, chewable"
399,Dog,Female,6.00,5.900,Shih Tzu,Spinosad,Recovered/Normal,20130830,335,Emesis,20130618,20130822,Animal Owner,Oral,"Tablet, chewable"
400,Dog,Male,1.00,27.670,Shepherd Dog - Belgian Malinois,"Ivermectin 272Mcg, Pyrantel Pamoate 228Mg, Praziquantel 228Mg",Outcome Unknown,20131008,334,Vomiting,20131006,20131006,Animal Owner,Oral,"Tablet, chewable"
401,Dog,Male,5.00,53.520,"['Rottweiler', 'Dog (unknown)']",Spinosad,Outcome Unknown,20131021,305,Digestive tract disorder NOS,20120312,20131010,Animal Owner,Oral,"Tablet, chewable"
402,Cat,Male,3.00,5.670,Domestic Shorthair,Nitenpyram,Recovered/Normal,20130923,113,Aggression,20130919,20130920,Unknown,Oral,Tablet
403,Dog,Male,20.00,10.430,Shar Pei,30 Mg Praziquantel/30 Mg Pyrantel,Recovered/Normal,20140103,334,Vomiting,20140103,20140103,Animal Owner,Oral,Tablet
404,Dog,Male,10.00,35.830,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20140304,1019,Stupor,20131117,20140301,Animal Owner,Oral,"Tablet, chewable"
405,Dog,Male,5.50,28.120,American Pit Bull Terrier,"Ivermectin 272Mcg, Pyrantel Pamoate 228Mg, Praziquantel 228Mg",Outcome Unknown,20131120,302,Diarrhoea,20130915,20130915,Animal Owner,Oral,"Tablet, chewable"
406,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20140613,335,Emesis,20140101,20140601,Animal Owner,Oral,"Tablet, chewable"
407,Dog,Male,2.00,3.180,Chihuahua,Spinosad,Outcome Unknown,20140623,335,Emesis,20140621,20140621,Animal Owner,Oral,"Tablet, chewable"
408,Dog,Female,7.00,27.710,"['Shepherd Dog - German', 'Dog (unknown)']",Milbemycin Oxime,Recovered/Normal,20140723,335,Emesis,20140301,20140401,Animal Owner,Oral,Tablet
409,Dog,Female,0,11.790,Beagle,Spinosad,Recovered/Normal,20140407,302,Diarrhoea,20130901,20140331,Animal Owner,Oral,"Tablet, chewable"
410,Horse,Male,9.00,680.390,Unknown,Ivermectin(1.55%)/Praziquantel(7.75%) Paste,Outcome Unknown,20140820,20,Application site swelling,20130820,20140820,Veterinarian,Oral,Paste
411,Dog,Unknown,0,0,Hound - Basset,Paclitaxel,Outcome Unknown,20140929,334,Vomiting,20140927,,Unknown,Intravenous,"Powder, for solution"
412,Dog,Male,7.50,4.080,Dog (unknown),"Ivermectin, Pyrantel",Unknown,20110131,334,Vomiting,,,Unknown,Oral,Tablet
413,Chicken,Female,0,0,Chicken (unknown),Oxytetracycline Hydrochloride,Unknown,20050414,1909,No sign,,,Unknown,Oral,Powder
414,Dog,Unknown,10.00,0,Dog (unknown),Ivermectin,Died,19880916,302,Diarrhoea,,,Unknown,Oral,Tablet
415,Dog,Male,6.00,8.620,Dog (unknown),"Ivermectin, Pyrantel",Unknown,20030305,286,Gingivitis,,,Unknown,Oral,"Tablet, chewable"
416,Cattle,Female,12.00,408.230,Cattle (unknown),Doramectin,Unknown,19980401,2651,Lack of efficacy (ectoparasite) - lice,,,Unknown,Topical,Solution
417,Dog,Unknown,0,0,Dog (unknown),Spinosad,Unknown,20100219,99951,UNPALATABLE,,,Unknown,Oral,"Tablet, chewable"
418,Dog,Female,12.00,9.979,Spaniel - Cocker American,Ivermectin,Outcome Unknown,20150422,305,Digestive tract disorder NOS,20120101,20150401,Animal Owner,Oral,"Tablet, chewable"
419,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20150508,645,Seizure NOS,20120101,20150101,Animal Owner,Oral,"Tablet, chewable"
420,Dog,Female,6.00,6.800,"['Pug', 'Shih Tzu']",Cyclosporine A,Outcome Unknown,20150602,1039,Lack of efficacy - NOS,20140916,20141115,Animal Owner,Oral,Capsule
421,Dog,Female,7.00,14.878,Beagle,Fluralaner Chew Tablets,Outcome Unknown,20160513,2658,Lack of efficacy (ectoparasite) - tick NOS,20150611,20160308,Animal Owner,Oral,"Tablet, chewable"
422,Dog,Male,9.00,7.802,Griffon - Brussels,Trilostane,Outcome Unknown,20160118,998,Decreased appetite,20160101,20160201,Animal Owner,Oral,Capsule
423,Dog,Female,7.00,4.082,Terrier - Yorkshire,Spinosad,Outcome Unknown,20160129,2649,Lack of efficacy (ectoparasite) - flea,20130101,20151231,Animal Owner,Oral,"Tablet, chewable"
424,Dog,Female,2.00,4.536,Poodle - Toy,Spinosad,Recovered/Normal,20150914,334,Vomiting,20130101,20150914,Animal Owner,Oral,"Tablet, chewable"
425,Dog,Female,16.00,18.325,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Outcome Unknown,20150918,1039,Lack of efficacy - NOS,201406,201408,Animal Owner,Oral,"Tablet, chewable"
426,Dog,Male,7.00,26.080,Pointing Dog - German Short-haired,"Milbemycin Oxime, Lufenuron",Outcome Unknown,20150323,1039,Lack of efficacy - NOS,20150224,20150224,Animal Owner,Oral,Tablet
427,Dog,Male,7.00,2.268,Maltese,Spinosad,Outcome Unknown,20150618,1039,Lack of efficacy - NOS,20150618,20150618,Animal Owner,Oral,"Tablet, chewable"
428,Dog,Male,12.00,4.720,Terrier - Jack Russell,Fluralaner Chew Tablets,Outcome Unknown,20150824,2649,Lack of efficacy (ectoparasite) - flea,20150618,20150618,Animal Owner,Oral,"Tablet, chewable"
429,Dog,Female,2.00,6.940,Shih Tzu,Ivermectin,Outcome Unknown,20150505,305,Digestive tract disorder NOS,20140520,20150501,Animal Owner,Oral,"Tablet, chewable"
430,Dog,Male,11.00,3.266,Terrier - Yorkshire,Spinosad,Outcome Unknown,20150706,302,Diarrhoea,20150627,20150627,Animal Owner,Oral,"Tablet, chewable"
431,Dog,Unknown,0,0,Poodle (unspecified),Spinosad,Recovered/Normal,20150723,2082,Emesis (multiple),20140701,20140701,Animal Owner,Oral,"Tablet, chewable"
432,Dog,Male,3.00,8.618,"['Chihuahua', 'Dachshund (unspecified)']",Spinosad,Recovered/Normal,20151106,334,Vomiting,20140801,20150901,Animal Owner,Oral,"Tablet, chewable"
433,Dog,Female,11.00,35.380,Retriever - Golden,Spinosad,Recovered/Normal,20150831,334,Vomiting,20110701,20150806,Animal Owner,Oral,"Tablet, chewable"
434,Dog,Female,17.00,18.140,Coonhound - Black and Tan,"Milbemcyin Oxime, Lufenuron, Praziquantel",Outcome Unknown,20150515,334,Vomiting,20150501,20150501,Animal Owner,Oral,"Tablet, chewable"
435,Dog,Male,5.00,33.657,Retriever - Labrador,Ivermectin,Outcome Unknown,20160309,305,Digestive tract disorder NOS,20110401,20160201,Animal Owner,Oral,"Tablet, chewable"
436,Dog,Female,3.00,33.793,Shepherd Dog - German,"Milbemcyin Oxime, Lufenuron, Praziquantel",Outcome Unknown,20151222,2657,Lack of efficacy (endoparasite) - tapeworm,20151125,20151125,Animal Owner,Oral,"Tablet, chewable"
437,Dog,Male,2.00,25.855,Hound (unspecified),Ivermectin,Outcome Unknown,20160415,305,Digestive tract disorder NOS,20140623,20160401,Animal Owner,Oral,"Tablet, chewable"
438,Dog,Male,2.00,33.112,"['Crossbred Canine/dog', 'Retriever - Labrador']",Fluralaner Chew Tablets,Outcome Unknown,20160621,996,Anorexia,20160620,20160620,Animal Owner,Oral,"Tablet, chewable"
439,Dog,Male,2.00,31.751,Crossbred Canine/dog,"Milbemycin Oxime, Lufenuron",Outcome Unknown,20160315,2801,Lack of efficacy (endoparasite) - whipworm,20160301,20160301,Animal Owner,Oral,Tablet
440,Dog,Female,2.00,26.308,"['Pit Bull', 'Dog (unknown)']",Spinosad,Recovered/Normal,20160709,334,Vomiting,20140701,20160709,Animal Owner,Oral,"Tablet, chewable"
441,Dog,Male,17.00,9.525,Setter - English,Milbemycin Oxime,Outcome Unknown,20160329,334,Vomiting,20160213,20160319,Animal Owner,Oral,"Tablet, chewable"
442,Dog,Female,10.80,.573,Terrier - Boston,Ivermectin,Outcome Unknown,20160825,305,Digestive tract disorder NOS,20120101,20160814,Unknown,Oral,"Tablet, chewable"
443,Dog,Female,5.00,30.844,Pit Bull,Spinosad,Ongoing,20160915,1492,Generalised itching,20160815,20160815,Animal Owner,Oral,"Tablet, chewable"
444,Dog,Male,4.00,41.730,Boxer (German Boxer),Ivermectin,Recovered with Sequela,20161028,202,Cardiac disorder NOS,20151217,20160617,Unknown,Oral,"Tablet, chewable"
445,Horse,Male,18.00,544.311,Warmblood (unspecified),Pergolide Mesylate,Outcome Unknown,20160822,121,Agitation,20160822,20160822,Veterinarian,Oral,Tablet
446,Other Mammals,Unknown,0,0,Unknown,Ketamine Hydrochloride,Outcome Unknown,20161019,99082,"INEFFECTIVE, ANESTHESIA",,,Unknown,Unknown,Solution
447,Dog,Female,7.00,14.969,Corgi - Welsh Pembroke,Milbemycin Oxime,Outcome Unknown,20161103,116,Behavioural disorder NOS,20161001,20161101,Animal Owner,Oral,"Tablet, chewable"
448,Dog,Male,8.00,3.629,Maltese,Spinosad,Outcome Unknown,20170215,2649,Lack of efficacy (ectoparasite) - flea,20160101,20170101,Animal Owner,Oral,"Tablet, chewable"
449,Dog,Female,10.00,12.927,Dachshund (unspecified),Ivermectin,Outcome Unknown,20170103,305,Digestive tract disorder NOS,20160901,20161201,Unknown,Oral,"Tablet, chewable"
450,Dog,Male,9.00,3.719,Chihuahua,Sarolaner,Ongoing,20170404,645,Seizure NOS,20170403,20170403,Veterinarian,Oral,"Tablet, chewable"
451,Dog,Unknown,0,0,Dog (unknown),Acepromazine Maleate,Recovered/Normal,20170410,188,Bradycardia,20170409,20170410,Veterinarian,Intravenous,Solution
452,Dog,Female,4.00,2.722,Chihuahua,Nitenpyram,Ongoing,20170729,1974,Excessive licking and/or grooming,20170729,20170729,Other,Oral,Tablet
453,Cattle,Unknown,3.00,68.180,Unknown,Florfenicol,Recovered/Normal,20170717,1039,Lack of efficacy - NOS,,,Animal Owner,Intramuscular,Aerosol
454,Dog,Female,23.00,19.958,Great Pyrenees,Sarolaner,Recovered/Normal,20170627,334,Vomiting,20170622,20170622,Animal Owner,Oral,"Tablet, chewable"
